bill_num||congress||title||date_intro||area||enacted||vetoed
hr5593||115||Protect Patriot Spouses Act||2018-04-24||Immigration||No||No
hr5594||115||Improving Access to Remote Behavioral Health Treatment Act of 2018||2018-04-24||Crime and Law Enforcement||No||No
hr5595||115||National FFA Organization's Federal Charter Amendments Act||2018-04-24||Government Operations and Politics||No||No
hr5596||115||Water Infrastructure Resiliency and Sustainability Act of 2018||2018-04-24||Environmental Protection||No||No
hr5597||115||Desert Tortoise Habitat Conservation Plan Expansion Act, Washington County, Utah||2018-04-24||Public Lands and Natural Resources||No||No
hr5598||115||340B Optimization Act||2018-04-24||Health||No||No
hr5599||115||Animal Health and Innovation Act of 2018||2018-04-24||Health||No||No
hr56||115||America RISING Act of 2017||2017-01-03||Education||No||No
hr560||115||To amend the Delaware Water Gap National Recreation Area Improvement Act to provide access to certain vehicles serving residents of municipalities adjacent to the Delaware Water Gap National Recreation Area, and for other purposes.||2017-01-13||Public Lands and Natural Resources||Yes||No
hr5600||115||Cerros del Norte Conservation Act||2018-04-24||Public Lands and Natural Resources||No||No
hr5601||115||Survey Our Military Impacted Schools Act||2018-04-24||Education||No||No
hr5602||115||Affordable Housing Protection Act||2018-04-24||Housing and Community Development||No||No
hr5603||115||Access to Telehealth Services for Substance Use Disorders Act||2018-04-24||Health||No||No
hr5604||115||Healthy Environment for Children Act||2018-04-24||Environmental Protection||No||No
hr5605||115||Advancing High Quality Treatment for Opioid Use Disorders in Medicare Act||2018-04-24||Health||No||No
hr5606||115||Climate Change Education Act||2018-04-24||Environmental Protection||No||No
hr5607||115||Handgun Licensing and Registration Act of 2018||2018-04-24||Crime and Law Enforcement||No||No
hr5608||115||Explore America Act of 2018||2018-04-24||Public Lands and Natural Resources||No||No
hr5609||115||Water Affordability, Transparency, Equity, and Reliability Act of 2018||2018-04-25||Environmental Protection||No||No
hr561||115||Small Business Job Protection Act of 2017||2017-01-13||Health||No||No
hr5610||115||BEST Act of 2018||2018-04-25||Energy||No||No
hr5611||115||To prohibit the importation into the United States of paper products that are not manufactured in accordance with requirements that are at least as stringent as the requirements under the Clean Air Act and the Federal Water Pollution Control Act.||2018-04-25||Environmental Protection||No||No
hr5612||115||Iranian Military and Terror Financing Reporting Act||2018-04-25||International Affairs||No||No
hr5613||115||Quindaro Townsite National Commemorative Site Act||2018-04-25||Public Lands and Natural Resources||No||No
hr5614||115||PCAOB Transparency Act||2018-04-25||Finance and Financial Sector||No||No
hr5615||115||National Evaluation of Techniques for Making Energy Technologies More Efficient and Resilient Act of 2018||2018-04-25||Energy||No||No
hr5616||115||Opioid Minority Health Report to Congress Act of 2018||2018-04-25||Health||No||No
hr5617||115||No Enforcement, No Grant for Sanctuary Cities Act of 2018||2018-04-25||Immigration||No||No
hr5618||115||Flooded Homeowner Financial Relief Act of 2018||2018-04-25||Finance and Financial Sector||No||No
hr5619||115||Emergency Port of Entry Personnel and Infrastructure Funding Act of 2018||2018-04-25||Emergency Management||No||No
hr562||115||Obamacare Regressive Tax Relief Act||2017-01-13||Taxation||No||No
hr5620||115||Armed Prohibited Persons Act of 2018||2018-04-25||Crime and Law Enforcement||No||No
hr5621||115||Vietnam Human Rights Act||2018-04-25||International Affairs||No||No
hr5622||115||PERSIST Against MST Act||2018-04-25||Armed Forces and National Security||No||No
hr5623||115||For the relief of Carmela Apolonio Hernandez, Edwin Artillero Apolonio, Yoselin Artillero Apolonio, Keyri Artillero Apolonio, and Fidel Artillero Apolonio.||2018-04-25||\N||No||No
hr5624||115||Pathway to Universal Coverage Act of 2018||2018-04-26||Health||No||No
hr5625||115||Easy Enrollment Act of 2018||2018-04-26||Health||No||No
hr5626||115||Intercountry Adoption Information Act of 2018||2018-04-26||International Affairs||No||No
hr5627||115||Farmers CARE Act||2018-04-26||Agriculture and Food||No||No
hr5628||115||Access to Increased Drug Disposal Act of 2018||2018-04-26||Crime and Law Enforcement||No||No
hr5629||115||President Trump's Farm Bill Reforms Act of 2018||2018-04-26||Agriculture and Food||No||No
hr563||115||Unaffordable Care Act||2017-01-13||Taxation||No||No
hr5630||115||Economic Freedom and Financial Security for Working People Act of 2018||2018-04-26||Commerce||No||No
hr5631||115||Workforce Mobility Act of 2018||2018-04-26||Labor and Employment||No||No
hr5632||115||End Employer Collusion Act||2018-04-26||Labor and Employment||No||No
hr5633||115||HANGUP Act||2018-04-26||Science, Technology, Communications||No||No
hr5634||115||Medical Cannabis Research Act of 2018||2018-04-26||Health||No||No
hr5635||115||Responsible Opioid Prescription Act||2018-04-26||Health||No||No
hr5636||115||Flatside Wilderness Enhancement Act||2018-04-26||Public Lands and Natural Resources||Yes||No
hr5637||115||Protecting the Dignity of Unborn Children Act of 2018||2018-04-26||Crime and Law Enforcement||No||No
hr5638||115||Driftnet Modernization and Bycatch Reduction Act||2018-04-26||Public Lands and Natural Resources||No||No
hr5639||115||Communications Jobs Training Act of 2018||2018-04-26||Labor and Employment||No||No
hr564||115||Traditional Cigar Manufacturing and Small Business Jobs Preservation Act of 2017||2017-01-13||Health||No||No
hr5640||115||WHOLE MILK Act||2018-04-26||Agriculture and Food||No||No
hr5641||115||State Offices of Rural Health Reauthorization Act of 2018||2018-04-26||Health||No||No
hr5642||115||Restoring and Improving Merger Enforcement Act of 2018||2018-04-26||Commerce||No||No
hr5643||115||Jobs, Not Waste Act||2018-04-26||Energy||No||No
hr5644||115||VET OPP Act||2018-04-26||Armed Forces and National Security||No||No
hr5645||115||Standard Merger and Acquisition Reviews Through Equal Rules Act of 2018||2018-04-27||Commerce||No||No
hr5646||115||POPPY Study Act||2018-04-27||Health||No||No
hr5647||115||HUSSAR Act||2018-04-27||Immigration||No||No
hr5648||115||INA Jurisdiction Act of 2018||2018-04-27||Immigration||No||No
hr5649||115||"Navy SEAL Chief Petty Officer William ""Bill"" Mulder (Ret.) Transition Improvement Act of 2018"||2018-04-27||Armed Forces and National Security||No||No
hr565||115||Save Christians from Genocide Act||2017-01-13||Immigration||No||No
hr5650||115||Nicole's Law Act of 2018||2018-04-27||Crime and Law Enforcement||No||No
hr5651||115||Puerto Rico Insurance Excise Tax Exemption Act of 2018||2018-04-27||Taxation||No||No
hr5652||115||State Access to Firearms Evading Revocation Act||2018-04-27||Crime and Law Enforcement||No||No
hr5653||115||Criminal Alien Removal Clarification Act of 2018||2018-04-27||Immigration||No||No
hr5654||115||VAWA Protections for Rural Women Act of 2018||2018-04-27||Crime and Law Enforcement||No||No
hr5655||115||Camp Nelson National Monument Act||2018-04-27||Public Lands and Natural Resources||No||No
hr5656||115||Catalyst Theory Restoration Act of 2018||2018-04-27||Law||No||No
hr5657||115||Gladys Ricart Gun Offender Registry Act||2018-04-27||Crime and Law Enforcement||No||No
hr5658||115||Workplace Choice and Flexibility for Individuals with Disabilities Act||2018-04-27||Labor and Employment||No||No
hr5659||115||Volcker Rule Relief Act of 2018||2018-04-27||Finance and Financial Sector||No||No
hr566||115||Terror-Free Skies Act||2017-01-13||International Affairs||No||No
hr5660||115||Small Business Credit Card Act of 2018||2018-04-27||Finance and Financial Sector||No||No
hr5661||115||Tribal Connect Act of 2018||2018-04-27||Native Americans||No||No
hr5662||115||Volunteer Driver Tax Appreciation Act of 2018||2018-04-27||Taxation||No||No
hr5663||115||Make Sanctuary Cities Pay for the Wall Act of 2018||2018-04-27||Immigration||No||No
hr5664||115||Stop Terrorist Use of Virtual Currencies Act||2018-04-27||Finance and Financial Sector||No||No
hr5665||115||Accountability for Represented Workers Act||2018-04-27||Labor and Employment||No||No
hr5666||115||Primary Regulators of Insurance Vote Act of 2018||2018-04-27||Finance and Financial Sector||No||No
hr5667||115||Acer Access and Development Program Reauthorization Act||2018-04-27||Agriculture and Food||No||No
hr5668||115||For the relief of Mykhaylo Gnatyuk and Melnik Gnatyuk.||2018-04-27||\N||No||No
hr5669||115||Superfund Enhancement Act of 2018||2018-05-01||Taxation||No||No
hr567||115||RIGGED Act||2017-01-13||Government Operations and Politics||No||No
hr5670||115||Corporate Political Disclosure Act of 2018||2018-05-01||Finance and Financial Sector||No||No
hr5671||115||Burn Pits Accountability Act||2018-05-01||Armed Forces and National Security||No||No
hr5672||115||PATCH Act||2018-05-01||Taxation||No||No
hr5673||115||Keep Your Home Act of 2018||2018-05-01||Housing and Community Development||No||No
hr5674||115||VA MISSION Act of 2018||2018-05-03||Armed Forces and National Security||No||No
hr5675||115||To amend title XVIII of the Social Security Act to require prescription drug plan sponsors under the Medicare program to establish drug management programs for at-risk beneficiaries.||2018-05-03||Health||No||No
hr5676||115||Stop Excessive Narcotics in our Retirement Communities Protection Act of 2018||2018-05-03||Health||No||No
hr5677||115||International Security Assistance Act of 2018||2018-05-07||International Affairs||No||No
hr5678||115||REMC Act of 2018||2018-05-07||Health||No||No
hr5679||115||Jobs Plus Recovery Act of 2018||2018-05-07||Labor and Employment||No||No
hr568||115||FAIR Act||2017-01-13||Government Operations and Politics||No||No
hr5680||115||Taiwan Defense Assessment Commission Act of 2018||2018-05-07||International Affairs||No||No
hr5681||115||Global Engagement Center Authorities Act of 2018||2018-05-07||Armed Forces and National Security||No||No
hr5682||115||FIRST STEP Act||2018-05-07||Crime and Law Enforcement||No||No
hr5683||115||Department of Veterans Affairs Oversight Enhancement Act of 2018||2018-05-07||Armed Forces and National Security||No||No
hr5684||115||Protecting Seniors From Opioid Abuse Act||2018-05-07||Health||No||No
hr5685||115||Medicare Opioid Safety Education Act of 2018||2018-05-07||Health||No||No
hr5686||115||Medicare Clear Health Options in Care for Enrollees Act of 2018||2018-05-07||Health||No||No
hr5687||115||SOUND Disposal and Packaging Act||2018-05-07||Health||No||No
hr5688||115||Navigation Workers Protection Act of 2018||2018-05-07||Water Resources Development||No||No
hr5689||115||To direct the Secretary of Defense to provide for the inclusion of the names of the crew members of the USS Frank E. Evans killed on June 3, 1969 on the Vietnam Veterans Memorial.||2018-05-07||Armed Forces and National Security||No||No
hr569||115||Reserve Retirement Deployment Credit Correction Act||2017-01-13||Armed Forces and National Security||No||No
hr5690||115||ProTECT Act of 2018||2018-05-07||Animals||No||No
hr5691||115||Peaceful Learning Act of 2018||2018-05-07||Transportation and Public Works||No||No
hr5692||115||Promoting Access to Justice through Unclaimed Deposits Act of 2018||2018-05-07||Finance and Financial Sector||No||No
hr5693||115||Long-Term Care Veterans Choice Act||2018-05-07||Armed Forces and National Security||No||No
hr5694||115||Afghan Allies Protection Amendments Act of 2018||2018-05-07||Immigration||No||No
hr5695||115||Emmett's Law||2018-05-07||Health||No||No
hr5696||115||Combating Lead Poisoning Through Nutrition Education Act of 2018||2018-05-07||Agriculture and Food||No||No
hr5697||115||Wildlife Conservation and Anti-Trafficking Act of 2018||2018-05-08||Animals||No||No
hr5698||115||Protect and Serve Act of 2018||2018-05-08||Crime and Law Enforcement||No||No
hr5699||115||HOST Act of 2018||2018-05-08||Health||No||No
hr57||115||Accidental Firearms Transfers Reporting Act of 2017||2017-01-03||Crime and Law Enforcement||No||No
hr570||115||Solar Villages Initiative Act||2017-01-13||International Affairs||No||No
hr5700||115||National Non-Emergency Mobile Number Act||2018-05-08||Science, Technology, Communications||No||No
hr5701||115||To establish an aviation maintenance workforce development pilot program.||2018-05-08||Transportation and Public Works||No||No
hr5702||115||Preventing NAS and Protecting Babies Act||2018-05-08||Health||No||No
